doc_id,participant,content,Turn,lemmas,PoS,LexicalAlignmentTokens,LexicalAlignmentLemmas,SyntacticAlignment2,SyntacticAlignment3,SyntacticAlignment4,SemanticAlignment
4,B,ja dat is *g* um je hebt dus weer de hoofdvorm en eigenllijk staat het zit er nu ook weer een vierkant plateau omheen maar dan aan de bovenkant met twee soort van pootjes aan de rechterkant en daarop staat ook weer zo'n soort van yoghurtbakje ,97,ja dat zijn *g* um je hebben dus weer de hoofdvorm en eigenllijk staan het zitten er nu ook weer een vierkant plateau omheen maar dan aan de bovenkant met twee soort van poo aan de rechterkant en daarop staan ook weer zo'n soort van yoghurtbak,INTJ PRON AUX NOUN ADJ PRON VERB ADV ADV DET NOUN CCONJ ADJ VERB PRON VERB ADV ADV ADV ADV DET ADJ NOUN ADP ADV SCONJ ADP DET NOUN ADP NUM NOUN ADP NOUN ADP DET NOUN CCONJ ADV VERB ADV ADV DET NOUN ADP NOUN,0.1744556751977294,0.22430015382565208,0.3100868364730211,0.08696565534786727,NA,0.922529266327959
4,A,ja dat is nummer *16* um nou we hebben weer de hoofdvorm uh hier staat ook een soort feestmutsje zo'n figuurtje bovenop de bak ,98,ja dat zijn nummer *16 * um nou we hebben weer de hoofdvorm uh hier staan ook een soort feestmuts zo'n figuur bovenop de bak,INTJ PRON AUX NOUN SYM PUNCT ADJ ADV PRON VERB ADV DET NOUN ADV ADV VERB ADV DET NOUN NOUN DET NOUN ADV DET NOUN,0.5156879540323449,0.5391283155792698,0.578828761416306,0.23241742005034205,0.02978777343672497,0.9171796652714064
4,B,hm hm,99,hm hmen,ADV VERB,0,0,0.14907119849998599,0,0,0.37729523818700994
4,A,uh aan de voorkant beetje rechtsvoor heb je een soort van vierkant yoghurtbakje die eraan vastgeplakt is links heeft hij een uh uitsteekseltje en r- linksonder nog soort van rondje ofzo,100,uh aan de voorkant beetje rechtsvoor hebben je een soort van vierkant yoghurtbak die eraan vastgeplakt zijn links hebben hij een uh uitsteeksel en r- linksond nog soort van rondj ofzo,ADV ADP DET NOUN NOUN NOUN AUX PRON DET NOUN ADP ADJ NOUN PRON ADV ADJ AUX ADJ AUX PRON DET ADJ NOUN CCONJ X ADJ ADV NOUN ADP NOUN ADV,0,0,NA,NA,NA,0.3268843019241246
4,B,ja dat is *h* um nou op de hoofdvorm staat een soort van ja wat is het een een paddestoel ofzo een een soort ja kegelvorm met daarop een rondje ,101,ja dat zijn *h* um nou op de hoofdvorm staan een soort van ja wat zijn het één een paddestoel ofzo een een soort ja kegelvorm met daarop een rondje,INTJ PRON AUX NOUN ADJ ADV ADP DET NOUN VERB DET NOUN ADP INTJ PRON AUX PRON DET DET NOUN ADV DET DET NOUN INTJ NOUN ADP ADV DET NOUN,0.44019642635179784,0.4032389192727559,0.4317877695883728,0.15875015875023812,0.036369648372665396,0.9208320678334105
4,A,#m#,102,#m#,NOUN,0,0,0,0,0,NaN
4,B,een vierkant plateau aan de voorkant en aan de (l-) linkerkant van die vierkanten die kleiner worden ,103,een vierkant plateau aan de voorkant en aan de ( l- ) linkerkant van die vierkant die klein worden,DET ADJ NOUN ADP DET NOUN CCONJ ADP DET PUNCT X PUNCT ADJ ADP DET NOUN PRON ADJ AUX,0,0,NA,NA,NA,NaN
4,A,ja ja nummer *15* um hier heb je de hoofdvorm en dan rechts van de hoofdvorm heb je een uh cirkeltje op z'n platte kant uh r- uh nee dat is trouwens rechts links heb je een ja wat is het een ronde staaf maar dan de helft daarvan en aan die ronde staaf zit een soort puntvormige puntvormig voorwerp,104,ja ja nummer *15 * um hier hebben je de hoofdvorm en dan rechts van de hoofdvorm hebben je een uh cirkeltje op zijn plat kant uh r- uh nee dat zijn trouwens rechts links hebben je een ja wat zijn het een ronde staeven maar dan de helft daarvan en aan die rond staaf zitten een soort puntvormig puntvormig voorwerp,INTJ INTJ NOUN SYM PUNCT ADJ ADV AUX PRON DET NOUN CCONJ ADV ADJ ADP DET NOUN AUX PRON DET ADJ NOUN ADP PRON ADJ NOUN ADV X ADV INTJ PRON AUX ADV ADJ ADJ AUX PRON DET INTJ PRON AUX PRON DET NOUN VERB ADV SCONJ DET NOUN ADV CCONJ ADP DET NOUN VERB VERB DET NOUN DET ADJ NOUN,0.32912131438150577,0.31299537008543,0.5132944359184718,0.2711630722733202,0.06958890006392211,0.8174350117218188
4,B,ja *c* um je hebt weer die hoofdvorm en daarop ligt een ei aan de zijkant um deze hebben we al een keer gehad ,105,ja *c* um je hebben weer die hoofdvorm en daarop liggen een ei aan de zijkant um deze hebben we al een keer hebben,INTJ NOUN ADJ PRON VERB ADV DET NOUN CCONJ ADV VERB DET NOUN ADP DET NOUN ADJ PRON AUX PRON ADV DET NOUN VERB,0.4386640039647478,0.5367826312580717,0.5416793036467855,0.17541160386140586,0.028409549486356808,0.9144209003176662
4,A,ja ze verwisselden net ook volgens mij is dit ronde 2 dan ,106,ja ze verwisselen net ook volgens mij zijn dit ronde 2 dan,INTJ PRON VERB ADV ADV ADP PRON AUX DET ADJ NUM ADV,0.0545544725589981,0.04950737714883372,0.14126448280440332,0.062017367294604234,NA,0.8322656702344413
4,B,oh okee,107,oh okee,ADJ NOUN,0,0,NA,0,0,0.5342613643067349
4,A,ja #laughs#,108,ja #laughs #,INTJ NOUN PUNCT,0,0,NA,0,0,0.8179667330609742
4,B,dit is uh de hoofdvorm,109,dit zijn uh de hoofdvorm,PRON AUX ADV DET NOUN,0,0,NA,NA,NA,0.6555656194549033
4,A,ja,110,ja,INTJ,0,0,0,0,0,0.6555656194549033
4,B,uh daarop een ei uh aan de voorkant heb je zo'n staaf ,111,uh daarop een eus uh aan de voorkant hebben je zo'n staaf,ADV ADV DET NOUN ADV ADP DET NOUN AUX PRON DET NOUN,0,0,NA,NA,NA,0.6283353511991114
4,A,ja,112,ja,INTJ,0,0,0,0,0,0.6283353511991114
4,B,een lange staaf en aan de zijkant rechts en links steekt wat uit met aan de linkerkant nog zo'n boog,113,een lang staaf en aan de zijkant rechts en links steken wat uit met aan de linkerkant nog zo'n boog,DET ADJ NOUN CCONJ ADP DET NOUN ADJ CCONJ ADJ VERB PRON ADP ADP ADP DET NOUN ADV DET NOUN,0,0,NA,NA,NA,0.2824251557112354
4,A,ja dat is nummer *15*,114,ja dat zijn nummer *15 *,INTJ PRON AUX NOUN SYM PUNCT,0,0,NA,NA,NA,0.5515716380243039
4,B,okee,115,okee,NOUN,0,0,0,0,0,0.4545313380696663
4,A,um nou de hoofdvorm staat op een uh op een plateautje (h-) uh links van de hoofdvorm heb je weer een ronde staaf die uitsteekt links achter de hoofdvorm heb je een rond cirkeltje die daaraan vastgeplakt zit en rechtsbovenop de ronde op (o-) bovenop de hoofdvorm heb je een soort van ja ,116,um nou de hoofdvorm staan op een uh op een plateau ( h- ) uh links van de hoofdvorm hebben je weer een rond staaf die uitsteekt links achter de hoofdvorm hebben je een rond cirkel die daaraan vastgeplakt zitten en rechtsbovenop de ronde op ( o- ) bovenop de hoofdvorm hebben je een soort van ja,NOUN ADV DET NOUN VERB ADP DET ADV ADP DET NOUN PUNCT X PUNCT ADV ADJ ADP DET NOUN AUX PRON ADV DET ADJ NOUN PRON VERB ADJ ADP DET NOUN AUX PRON DET ADP NOUN PRON ADV VERB VERB CCONJ ADV DET NOUN ADP PUNCT X PUNCT ADV DET NOUN AUX PRON DET NOUN ADP INTJ,0,0,NA,NA,NA,0.33075258790914347
4,B,kegel,117,kegel,NOUN,0,0,0,0,0,0.19960273438478088
4,A,uh ja uh hoe noem je zoiets een uh,118,uh ja uh hoe noemen je zoiets een uh,ADV INTJ ADV ADV VERB PRON PRON DET NOUN,0,0,NA,NA,NA,0.09362210066135324
4,B,kegel op de kop,119,kegel op de kop,NOUN ADP DET NOUN,0,0,0.20412414523193148,NA,NA,0.3632928927715689
4,A,ja een kegel op de kop inderdaad,120,ja een kegel op de kop inderdaad,INTJ DET NOUN ADP DET NOUN ADV,0.7559289460184544,0.7559289460184544,0.8164965809277259,0.6324555320336759,0.5,0.911277139387406
4,B,ja,121,ja,INTJ,0.3779644730092272,0.3779644730092272,0,0,0,0.6109219039785353
4,A,ja ,122,ja,INTJ,1,1,0,0,0,0.9999999999999998
4,B,dat is *b* um je hebt weer de hoofdvorm daarboven staat een soort van zo'n kegel op z'n kop aan de zijkant ook,123,dat zijn *b* um je hebben weer de hoofdvorm daarboven staan een soort van zo'n kegel op zijn kop aan de zijkant ook,PRON AUX NOUN ADJ PRON VERB ADV DET NOUN ADP NOUN DET NOUN ADP DET NOUN ADP PRON NOUN ADP DET NOUN ADV,0,0,NA,NA,NA,0.4009847360233359
4,A,hm hm,124,hm hmen,ADV VERB,0,0,NA,0,0,0.21200511743455325
4,B,(en) aan de linkerkant aan de rechterkant heb je van die vierkanten die telkens kleiner worden,125,( en ) aan de linkerkant aan de rechterkant hebben je van die vierkant die telkens klein worden,PUNCT CCONJ PUNCT ADP DET NOUN ADP DET NOUN AUX PRON ADP DET NOUN PRON ADV ADJ AUX,0,0,NA,NA,NA,0.12827734394159107
4,A,ja ja dat is nummer *7*,126,ja ja dat zijn nummer *7 *,INTJ INTJ PRON AUX NOUN SYM PUNCT,0,0,NA,NA,NA,0.5233169957165101
4,B,wacht ik haal rechts en links door elkaar maar,127,wachten ik haal rechts en links door elkaar maar,VERB PRON VERB ADJ CCONJ ADJ ADP PRON CCONJ,0,0,NA,NA,NA,0.6249829478161613
4,A,#laughs# ik weet wel welke je bedoelt ,128,#laughs # ik weten wel welk je bedoelen,NOUN PUNCT PRON VERB ADV PRON PRON VERB,0.1259881576697424,0.1259881576697424,0.24999999999999994,NA,NA,0.8265436994801669
4,B,okee,129,okee,NOUN,0,0,0,0,0,0.40889834719677753
4,A,uh hier heb je weer de hoofdvorm die staat op een soort ronddraaiend uh staafje en dat ronddraaiende staafje die staat weer op een uh driehoekje een soort taartpuntje,130,uh hier hebben je weer de hoofdvorm die staan op een soort ronddraaiend uh staaf en dat ronddraaiend staaf die staan weer op een uh driehoek een soort taartpun,ADV ADV AUX PRON ADV DET NOUN PRON VERB ADP DET NOUN VERB ADV NOUN CCONJ PRON VERB NOUN PRON VERB ADV ADP DET ADJ NOUN DET NOUN NOUN,0,0,NA,NA,NA,0.4002273256255363
4,B,ja,131,ja,INTJ,0,0,0,0,0,0.5781111927453858
4,A,en dan heb je twee vierkantjes bovenop ,132,en dan hebben je twee vierkant bovenop,CCONJ ADV AUX PRON NUM NOUN ADV,0,0,NA,NA,NA,0.473889419343525
4,B,*c*,133,*c*,NOUN,0,0,0,0,0,NaN
4,A,ja,134,ja,INTJ,0,0,0,0,0,NaN
4,B,uh weer de hoofdvorm dan heb je aan de zijkant rechts en links maar aan de rechts is een langer stuk um soort van een ronde buis dat uitsteekt met daar een bol aan de aan de ,135,uh weer de hoofdvorm dan hebben je aan de zijkant rechts en links maar aan de recht zijn een langer stuk um soort van een rond buis dat uitsteekt met daar een bol aan de aan de,ADV ADV DET NOUN ADV AUX PRON ADP DET NOUN ADJ CCONJ ADJ ADV ADP DET ADJ AUX DET ADJ NOUN ADJ NOUN ADP DET ADJ NOUN PRON VERB ADP ADV DET NOUN ADP DET ADP DET,0,0,NA,NA,NA,0.40229135393848947
4,A,hm hm,136,hm hmen,ADV VERB,0,0,NA,0,0,0.20553421239316313
4,B,weet je wat ik bedoel?,137,weten je wat ik bedoelen ?,VERB PRON PRON PRON VERB PUNCT,0,0,NA,NA,NA,0.32594434195470506
4,A,ja,138,ja,INTJ,0,0,0,0,0,0.5962016273592536
4,B,ja (?),139,ja ( ? ),INTJ PUNCT PUNCT PUNCT,1,1,0,0,0,0.9999999999999998
4,A,en een vierkantje aan de achterkant ,140,en een vierkant aan de achterkant,CCONJ DET NOUN ADP DET NOUN,0,0,NA,NA,NA,0.3224780393486352
4,B,ja,141,ja,INTJ,0,0,0,0,0,0.3224780393486352
4,A,ja nummer *5* uh hier heb je weer de ronde hoofdvorm met een ei voorop en dan heb je een kegel op z'n kop links bovenop de hoofdvorm rechts bovenop de hoofdvorm staat een staafje ,142,ja nummer *5 * uh hier hebben je weer de rond hoofdvorm met een ei voorop en dan hebben je een kegel op zijn kop links bovenop de hoofdvorm rechts bovenop de hoofdvorm staan een staaf,INTJ NOUN SYM PUNCT ADV ADV AUX PRON ADV DET ADJ NOUN ADP DET NOUN ADV CCONJ ADV AUX PRON DET NOUN ADP PRON NOUN ADJ ADV DET NOUN ADJ ADV DET NOUN VERB DET NOUN,0.13018891098082389,0.13018891098082389,NA,NA,NA,0.5336082604960924
4,B,ja *i* uh je hebt de hoofdvorm en dan (pf-) uh voor rechtsvoor is een cirkelplateau waar eigenlijk in principe iets op kan staan links staat dus ja die die schuine buis doormidden maar dan met een hol erin,143,ja *i* uh je hebben de hoofdvorm en dan ( pf- ) uh voor rechtsvoor zijn een cirkelplateau waar eigenlijk in principe iets op kunnen staan links staan dus ja die die schuin buis doormidden maar dan met een hol erin,INTJ NOUN ADV PRON VERB DET NOUN CCONJ ADV PUNCT X PUNCT ADV ADP NOUN AUX DET NOUN ADV ADJ ADP NOUN PRON ADP AUX VERB ADJ VERB ADV INTJ PRON DET ADJ ADJ NOUN CCONJ ADV ADP DET ADJ ADV,0.46496039636008524,0.5286727237024551,0.38122128787578263,0.05001563232803554,NA,0.9418499555335715
4,A,ja,144,ja,INTJ,0.2857142857142857,0.28005601680560194,0,0,0,0.644217002167263
4,B,en zo'n pyramide naar beneden ,145,en zo'n pyramide naar beneden,CCONJ DET NOUN ADP ADP,0,0,NA,NA,NA,0.3790493896616061
4,A,nummer *8* uh hier heb je weer de hoofdvorm met een uh plateau uh r- uh een beetje boven het midden van de hoofdvorm met twee pootjes eronder en een yoghurtbakje erop ,146,nummer *8 * uh hier hebben je weer de hoofdvorm met een uh plateau uh r- uh een beetje boven het midden van de hoofdvorm met twee poo eronder en een yoghurtbak erop,NOUN NUM PUNCT ADV ADV AUX PRON ADV DET NOUN ADP DET ADJ NOUN ADV X ADV DET NOUN ADP DET NOUN ADP DET NOUN ADP NUM NOUN NOUN CCONJ DET NOUN ADV,0.05976143046671968,0.05976143046671968,0.5852057359806528,0.4003203845127179,NA,0.6747682545574218
4,B,oh ja *m* uh de hoofdvorm en dan eigenlijk lijkt het alsof er een soort van zuignap aan vast zit dus een ei aan de voorkant met een staaf er doorheen en dan een cirkel aan het uiteinde van die staaf,147,oh ja *m* uh de hoofdvorm en dan eigenlijk lijken het alsof er een soort van zuignap aan vast zitten dus een ei aan de voorkant met een staaf er doorheen en dan een cirkel aan het uiteinde van die staaf,ADJ INTJ NOUN ADV DET NOUN CCONJ ADV ADJ VERB PRON SCONJ ADV DET NOUN ADP NOUN ADP ADJ VERB ADV DET NOUN ADP DET NOUN ADP DET NOUN ADV ADP CCONJ SCONJ DET NOUN ADP DET NOUN ADP DET NOUN,0.46920843531739087,0.46920843531739087,0.837002904136399,0.6908777126444794,0.5382625136761547,0.9021049099285275
4,A,#m# ja,148,#m# ja,NOUN INTJ,0.0827605888602368,0.0827605888602368,NA,0,0,0.5209694065479402
4,B,en dan daar bovenop zit zo'n schuin zo'n kegel op z'n kop,149,en dan daar bovenop zitten zo'n schuin zo'n kegel op zijn kop,CCONJ ADV ADV ADV VERB DET NOUN DET NOUN ADP PRON NOUN,0,0,NA,NA,NA,0.3625738891302978
4,A,ja nummer *3* uh hier hebben we de hoofdvorm op een platform staan uh op de hoofdvorm zit een cirkel uh en aan beide kanten steekt een ja lin- een een c- cir- een ja #laughs#,150,ja nummer *3 * uh hier hebben we de hoofdvorm op een platform staan uh op de hoofdvorm zitten een cirkel uh en aan beide kant steken een ja lin- een een c- cir- een ja #laughs #,INTJ NOUN SYM PUNCT ADV ADV VERB PRON DET NOUN ADP DET NOUN VERB ADV ADP DET NOUN VERB DET NOUN ADV CCONJ ADP DET NOUN VERB DET INTJ X DET DET X X DET INTJ NOUN PUNCT,0.11664236870396087,0.11664236870396087,0.47702783519995506,0.13693063937629152,NA,0.749064585049126
4,B,ja *l* #laughs#,151,ja *l* #laughs #,INTJ NOUN NOUN PUNCT,0.25197631533948484,0.25197631533948484,0.1632993161855452,NA,0,0.7464184245992915
4,A,versiersel uit,152,versiersel uit,NOUN ADP,0,0,NA,0,0,0.09775415066777603
4,B,um op de hoofdvorm staat een uh pyramide uh en aan de voorkant zo'n yoghurtbakje eraan vastgeplakt rechts links staat een soort van halve #laughing# kegel tegen het uh tegen de hoofdvorm aan en de hoofdvorm zelf staat eigenlijk op een soort van schuine keg- uh schuine cirkel dus echt op de hoofdvorm heb je een soort van pyramide zo rond,153,um op de hoofdvorm staan een uh pyramide uh en aan de voorkant zo'n yoghurtbak eraan vastgeplken rechts links staan een soort van halve #laughing # kegel tegen het uh tegen de hoofdvorm aan en de hoofdvorm zelf staan eigenlijk op een soort van schuine keg- uh schuine cirkel dus echt op de hoofdvorm hebben je een soort van pyramide zo rond,ADJ ADP DET NOUN VERB DET ADJ NOUN ADV CCONJ ADP DET NOUN DET NOUN ADV VERB ADJ ADJ VERB DET NOUN ADP ADJ NOUN PUNCT NOUN ADP DET ADV ADP DET NOUN ADP CCONJ DET NOUN ADV VERB ADJ ADP DET NOUN ADP X X ADV ADJ NOUN ADV ADJ ADP DET NOUN AUX PRON DET NOUN ADP NOUN ADV ADP,0,0,0.33407655239053047,NA,NA,0.5472126146081393
4,A,even kijken hoor,154,even kijken hoor,ADV VERB INTJ,0,0,0.0944911182523068,NA,0,0.5509572549924847
4,B,een uh ja ook weer soort van kegel soort van tentvorm,155,een uh ja ook weer soort van kegel soort van tentvorm,DET ADV INTJ ADV ADV NOUN ADP NOUN NOUN ADP NOUN,0,0,NA,NA,NA,0.6488794285816036
4,A,oh wacht ja,156,oh wachten ja,NOUN VERB INTJ,0.14907119849998599,0.14907119849998599,NA,NA,0,0.6629447707396788
4,B,een ronde tentvorm en dan zit er een yoghurtbakje soort van aan vastgeplakt een vierkant schuin,157,een rond tentvorm en dan zitten er een yoghurtbakj soort van aan vastgeplken een vierkant schuin,DET ADJ NOUN CCONJ ADV VERB ADV DET NOUN NOUN ADP ADP VERB DET ADJ NOUN,0,0,NA,NA,NA,0.30751559127009037
4,A,ja ja,158,ja ja,INTJ INTJ,0,0,NA,0,0,0.2800505996118596
4,B,uh en,159,uh en,ADV CCONJ,0,0,NA,0,0,0.7312378335134878
4,A,schuin rechts denk ik hè?,160,schuin rechts denken ik hè ?,ADJ ADJ VERB PRON NOUN PUNCT,0,0,NA,NA,NA,0.6473510311645138
4,B,ja,161,ja,INTJ,0,0,0,0,0,0.7366253174665213
4,A,en linksonder dan een cirkeltje ,162,en linksond dan een cirkeltje,CCONJ ADJ SCONJ DET NOUN,0,0,NA,NA,NA,0.37419405145326196
4,B,en dan links ja,163,en dan links ja,CCONJ ADV ADJ INTJ,0.44721359549995793,0.44721359549995793,NA,NA,NA,0.7753682565516408
4,A,oh ja okee dat is nummer *1* uh hier heeft de hoofdvorm twee van die uit- kleine uitsteeksels bovenop hij heeft een plateau uh waar die in vastzit beetje onder het midden ,164,oh ja okee dat zijn numm *1* uh hier hebben de hoofdvorm twee van die uit- klein uitsteeksel bovenop hij hebben een plateau uh waar die in vastzit beetje onder het midden,ADJ INTJ NOUN PRON AUX NOUN NOUN ADV ADV AUX DET NOUN NUM ADP DET X ADJ NOUN ADV PRON AUX DET NOUN ADV ADV PRON ADP VERB NOUN ADP DET NOUN,0.08111071056538127,0.08111071056538127,0.07930515857181443,NA,NA,0.822682721148901
4,B,ja,165,ja,INTJ,0.16222142113076254,0.16222142113076254,0,0,0,0.6644993513253046
4,A,okee,166,okee,NOUN,0,0,0,0,0,0.46749612897199855
4,B,*p* #laughs# hier heb je de hoofdvorm en daar um aan de zijkant lijkt het het lijkt net het lijkt op een kraan een beetje aan de zijkant komt zo zo'n stukje eruit,167,*p* #laughs # hier hebben je de hoofdvorm en daar um aan de zijkant lijken het het lijken net het lijkt op een kraan een beetje aan de zijkant komen zo zo'n stuk eruit,NOUN PROPN PUNCT ADV AUX PRON DET NOUN CCONJ ADV ADJ ADP DET NOUN VERB PRON PRON VERB ADV PRON VERB ADP DET NOUN DET NOUN ADP DET NOUN VERB ADV DET NOUN ADV,0,0,NA,NA,NA,0.31651841951814536
4,A,hm hm,168,hm hmen,ADV VERB,0,0,NA,0,0,0.20700376078381152
4,B,um ik bedoel aan de onderkant aan de zijkant is een uh steekt de staaf uit en ook een vierkant met een boog dan bovenop heb je een vierkant plateau maar dan niet zo maar zo,169,um ik bedoelen aan de onderkant aan de zijkant zijn een uh steken de staaf uit en ook een vierkant met een boog dan bovenop hebben je een vierkant plateau maar dan niet zo maar zo,NOUN PRON VERB ADP DET NOUN ADP DET NOUN AUX DET NOUN VERB DET NOUN ADP CCONJ ADV DET NOUN ADP DET NOUN ADV ADV AUX PRON DET ADJ NOUN CCONJ ADV ADV ADV ADV ADV,0,0,NA,NA,NA,0.2825637240119228
4,A,hm hm,170,hm hmen,ADV VERB,0,0,NA,0,0,0.2825637240119228
4,B,staat hij schuin erin uh en daartussen uh tussen dat vierkant plateau rechts en links zijn van die vierkantjes die kleiner worden ,171,staan hij schuin erin uh en daartussen uh tussen dat vierkant plateau rechts en links zijn van die vierkant die klein worden,VERB PRON ADJ ADV ADV CCONJ ADV ADV ADP DET ADJ NOUN ADJ CCONJ ADJ AUX ADP DET NOUN PRON ADJ AUX,0,0,NA,NA,NA,0.305227095465351
4,A,ja en dan aan de onderkant heb je zo'n vinnetje hè die uitsteekt?,172,ja en dan aan de onderkant hebben je zo'n vinnetje hè die uitsteekken ?,INTJ CCONJ ADV ADP DET NOUN AUX PRON DET NOUN NOUN PRON VERB PUNCT,0.20965696734438366,0.20254787341673333,0.3474041668898256,0.13483997249264842,NA,0.839467062282337
4,B,ja lijkt een beetje als het ware op een kraan ,173,ja lijken een beetje als het zijn op een kraan,INTJ VERB DET NOUN SCONJ PRON VERB ADP DET NOUN,0.08006407690254358,0.08006407690254358,0.48349377841522817,0.10660035817780521,NA,0.8057980415390162
4,A,ja oh ja nummer *16* uh hier he- heeft het hoofdplatform aan de voorkant een vierkant op zich geplakt en aan de linkerkant heb je twee van die vierkantjes die steeds kleiner worden en bovenop heb je nog (een soort) paddestoeltje ,174,ja oh ja nummer *16 * uh hier he- hebben het hoofdplatform aan de voorkant een vierkant op zich plakken en aan de linkerkant hebben je twee van die vierkant die steeds klein worden en bovenop hebben je nog ( een soort ) paddestoeltje,INTJ NOUN INTJ NOUN SYM PUNCT ADV ADV X AUX DET NOUN ADP DET NOUN DET ADJ ADP PRON VERB CCONJ ADP DET NOUN AUX PRON NUM ADP DET NOUN PRON ADV ADJ AUX CCONJ ADV AUX PRON ADV PUNCT DET NOUN PUNCT NOUN,0.30588764516074907,0.29095718698132317,0.4974683381630911,0.15811388300841894,NA,0.8916029445689291
4,B,oh ja *d* uh je hebt de hoofdvorm en dan aan de zijkant rechts staan twee um platte staven die uitsteken daar bovenop is een yoghurtbakje op z'n kop #laughs# en aan de linkeronderkant is ook een ja vierkant wat is het,175,oh ja *d* uh je hebben de hoofdvorm en dan aan de zijkant rechts staan twee um plat staven die uitstek daar bovenop zijn een yoghurtbak op zijn kop #laughs # en aan de linkeronderkant zijn ook een ja vierkant wat zijn het,ADJ INTJ NOUN ADV PRON VERB DET NOUN CCONJ ADV ADP DET NOUN ADJ VERB NUM NOUN ADJ NOUN PRON NOUN ADV ADV AUX DET NOUN ADP PRON NOUN NOUN PUNCT CCONJ ADP DET NOUN AUX ADV DET INTJ ADJ PRON AUX PRON,0.5551120659583034,0.5652974065007303,0.6236095644623236,0.23002185311411805,0.07792865001991968,0.9718618461927582
4,A,ook een yoghurtbakje maar dan kleiner #laughs#,176,ook een yoghurtbak maar dan klein #laughs #,ADV DET NOUN ADV ADV ADJ NOUN PUNCT,0.2880092164423916,0.27500954910846337,0.4629100498862757,0.06900655593423542,NA,0.6356950014204441
4,B,ja dat,177,ja dat,INTJ PRON,0,0,NA,0,0,0.4663931830579906
4,A,ja #laughs# nummer *14* um hier heb je de hoofdvorm linksonder zit vastgeplakt een yoghurtbakje op z'n kop uh op de (b-) hoofdvorm ligt een uh staaf en rechts aan de hoofdvorm vast zit toch een ja een klein staafje die rechtop staat,178,ja #laughs# nummer *14 * um hier hebben je de hoofdvorm linksond zitten vastgeplken een yoghurtbak op zijn kop uh op de ( b- ) hoofdvorm liggen een uh staaf en rechts aan de hoofdvorm vast zitten toch een ja een klein staaf die rechtop staan,INTJ NOUN NOUN SYM PUNCT ADJ ADV AUX PRON DET NOUN ADJ VERB VERB DET NOUN ADP PRON NOUN ADV ADP DET PUNCT X PUNCT NOUN VERB DET NOUN NOUN CCONJ ADV ADP DET NOUN ADJ VERB ADV DET INTJ DET ADJ NOUN PRON NOUN VERB,0.1632993161855452,0.16116459280507603,NA,NA,NA,0.7447370086199226
4,B,ja ik heb hem *g*,179,ja ik hebben hem *g*,INTJ PRON AUX PRON NOUN,0.15491933384829665,0.15289415743128765,0.17928429140015903,NA,NA,0.7828623138054881
4,A,ja,180,ja,INTJ,0.44721359549995793,0.44721359549995793,0,0,0,0.78770812869487
4,B,um de hoofdvorm met een schuine kegel staat daar op z'n kop rechts,181,um de hoofdvorm met een schuin kegel staan daar op zijn kop rechts,ADJ DET NOUN ADP DET ADJ NOUN VERB ADV ADP PRON NOUN ADJ,0,0,NA,NA,NA,0.34151905856229026
4,A,(?),182,( ? ),PUNCT PUNCT PUNCT,NaN,NaN,0,0,0,NaN
4,B,daarachter is een platte cirkel daaraan vastgeplakt uh links staat uh i- is een staaf een ronde staaf dat uitsteekt en dat staat ook op een plateautje ,183,daarachter zijn een plat cirkelen daaraan vastgeplakt uh links staat uh i- zijn een staaf een rond staaf dat uitsteekken en dat staan ook op een plateau,ADV AUX DET ADJ NOUN ADV VERB ADV ADJ VERB ADV X AUX DET NOUN DET ADJ NOUN PRON VERB CCONJ PRON VERB ADV ADP DET NOUN,NaN,NaN,NA,NA,NA,NaN
4,A,ja en rechtsboven had je dat um,184,ja en rechtsbove hebben je dat um,INTJ CCONJ PROPN VERB PRON DET NOUN,0.16198477414681164,0.1653953539259914,0.12598815766974242,NA,NA,0.7392285604375484
4,B,die cirkel op z'n kop,185,die cirkelen op zijn kop,DET NOUN ADP PRON NOUN,0,0,0.20412414523193154,NA,NA,0.5518297430608841
4,A,even kijken oh cir- um,186,even kijken oh cir- um,ADV VERB X X NOUN,0,0,NA,NA,NA,0.33815112378342804
4,B,dus uh,187,dus uh,ADV ADV,0,0,NA,0,0,0.6112681687455166
4,A,ja die kegel op z'n kop bedoel je ,188,ja die kegel op zijn kop bedoelen je,INTJ DET NOUN ADP PRON NOUN VERB PRON,0,0,NA,NA,NA,0.5821958199981685
